기준연월,구,사고건수,사망자수,부상자수
2018년 8월,영등포구,11,1,11
2018년 9월,영등포구,26,0,28
2018년 10월,영등포구,18,1,18
2018년 11월,영등포구,11,0,12
2018년 12월,영등포구,3,0,3
2019년 1월,영등포구,9,0,11
2019년 2월,영등포구,6,0,7
2019년 3월,영등포구,16,0,16
2019년 4월,영등포구,23,0,30
2019년 5월,영등포구,21,0,23
2019년 6월,영등포구,22,0,24
2019년 7월,영등포구,15,0,20
2019년 8월,영등포구,17,0,20
2019년 9월,영등포구,16,0,18
2019년 10월,영등포구,25,0,29
2019년 11월,영등포구,10,0,11
2019년 12월,영등포구,9,0,10
2020년 1월,영등포구,9,0,10
2020년 2월,영등포구,12,0,13
2020년 3월,영등포구,17,0,20
2020년 4월,영등포구,23,0,27
2020년 5월,영등포구,28,0,34
2020년 6월,영등포구,15,0,18
2020년 7월,영등포구,19,0,20
2020년 8월,영등포구,27,1,28
2020년 9월,영등포구,30,0,35
2020년 10월,영등포구,14,0,15
2020년 11월,영등포구,12,0,14
2020년 12월,영등포구,4,0,4
2016년 1월,동작구,5,0,5
2016년 2월,동작구,0,0,0
2016년 3월,동작구,4,0,4
2016년 4월,동작구,4,0,5
2016년 5월,동작구,10,0,10
2016년 6월,동작구,8,1,9
2016년 7월,동작구,10,0,16
2016년 8월,동작구,5,0,5
2016년 9월,동작구,9,1,10
2016년 10월,동작구,7,0,8
2016년 11월,동작구,4,0,8
2016년 12월,동작구,1,0,1
2017년 1월,동작구,2,0,3
2017년 2월,동작구,2,0,2
2017년 3월,동작구,6,0,7
2017년 4월,동작구,8,0,10
2017년 5월,동작구,5,0,7
2017년 6월,동작구,2,0,2
2017년 7월,동작구,5,0,6
2017년 8월,동작구,3,0,4
2017년 9월,동작구,5,0,5
2017년 10월,동작구,7,0,11
2017년 11월,동작구,6,0,6
2017년 12월,동작구,3,1,2
2018년 1월,동작구,3,0,3
2018년 2월,동작구,3,0,3
2018년 3월,동작구,2,0,2
2018년 4월,동작구,7,0,7
2018년 5월,동작구,5,0,5
2018년 6월,동작구,9,0,9
2018년 7월,동작구,5,0,9
2018년 8월,동작구,5,0,6
2018년 9월,동작구,8,0,9
2018년 10월,동작구,9,0,10
2018년 11월,동작구,3,0,3
2018년 12월,동작구,4,0,5
2019년 1월,동작구,0,0,0
2019년 2월,동작구,3,0,3
2019년 3월,동작구,3,0,3
2019년 4월,동작구,4,0,6
2019년 5월,동작구,8,0,11
2019년 6월,동작구,4,0,4
2019년 7월,동작구,4,0,4
2019년 8월,동작구,5,0,5
2019년 9월,동작구,10,0,13
2019년 10월,동작구,6,0,7
2019년 11월,동작구,5,0,6
2019년 12월,동작구,1,0,1
2020년 1월,동작구,2,0,2
2020년 2월,동작구,2,0,2
2020년 3월,동작구,5,0,6
2020년 4월,동작구,7,0,7
2020년 5월,동작구,8,0,9
2020년 6월,동작구,9,0,11
2020년 7월,동작구,7,0,9
2020년 8월,동작구,2,0,2
2020년 9월,동작구,15,0,21
2020년 10월,동작구,8,0,10
2020년 11월,동작구,0,0,0
2020년 12월,동작구,2,0,2
2016년 1월,관악구,3,0,3
2016년 2월,관악구,1,0,1
2016년 3월,관악구,1,0,1
2016년 4월,관악구,2,0,2
2016년 5월,관악구,3,0,3
2016년 6월,관악구,8,0,8
2016년 7월,관악구,5,0,5
2016년 8월,관악구,2,0,2
2016년 9월,관악구,8,0,8
2016년 10월,관악구,2,0,2
2016년 11월,관악구,2,0,2
2016년 12월,관악구,2,0,2
2017년 1월,관악구,3,0,3
2017년 2월,관악구,3,0,3
2017년 3월,관악구,3,0,3
2017년 4월,관악구,1,0,1
2017년 5월,관악구,4,0,6
2017년 6월,관악구,4,0,5
2017년 7월,관악구,6,0,6
2017년 8월,관악구,4,0,4
2017년 9월,관악구,1,0,1
2017년 10월,관악구,4,0,4
2017년 11월,관악구,3,0,3
2017년 12월,관악구,0,0,0
2018년 1월,관악구,3,0,3
2018년 2월,관악구,0,0,0
2018년 3월,관악구,0,0,0
2018년 4월,관악구,3,0,3
2018년 5월,관악구,4,0,4
2018년 6월,관악구,3,0,3
2018년 7월,관악구,0,0,0
2018년 8월,관악구,1,1,0
2018년 9월,관악구,3,0,3
2018년 10월,관악구,4,0,4
2018년 11월,관악구,3,0,3
2018년 12월,관악구,1,0,1
2019년 1월,관악구,3,0,3
2019년 2월,관악구,2,0,2
2019년 3월,관악구,1,0,1
2019년 4월,관악구,5,0,5
2019년 5월,관악구,4,0,4
2019년 6월,관악구,6,0,7
2019년 7월,관악구,3,0,4
2019년 8월,관악구,1,0,2
2019년 9월,관악구,4,0,5
2019년 10월,관악구,6,0,6
2019년 11월,관악구,7,0,7
2019년 12월,관악구,1,1,0
2020년 1월,관악구,4,0,4
2020년 2월,관악구,1,0,1
2020년 3월,관악구,3,0,3
2020년 4월,관악구,8,0,8
2020년 5월,관악구,3,0,3
2020년 6월,관악구,7,0,7
2020년 7월,관악구,3,0,3
2020년 8월,관악구,2,0,2
2020년 9월,관악구,2,0,2
2020년 10월,관악구,7,1,6
2020년 11월,관악구,0,0,0
2020년 12월,관악구,4,0,4
2016년 1월,강남구,2,0,2
2016년 2월,강남구,3,0,3
2016년 3월,강남구,3,0,3
2016년 4월,강남구,8,0,9
2016년 5월,강남구,12,0,12
2016년 6월,강남구,6,0,7
2016년 7월,강남구,8,0,10
2016년 8월,강남구,9,0,10
2016년 9월,강남구,10,0,16
2016년 10월,강남구,8,0,8
2016년 11월,강남구,2,0,2
2016년 12월,강남구,3,0,3
2017년 1월,강남구,1,0,1
2017년 2월,강남구,2,0,2
2017년 3월,강남구,4,0,5
2017년 4월,강남구,9,0,9
2017년 5월,강남구,7,0,8
2017년 6월,강남구,10,0,12
2017년 7월,강남구,5,0,5
2017년 8월,강남구,9,0,9
2017년 9월,강남구,9,0,10
2017년 10월,강남구,4,0,4
2017년 11월,강남구,3,0,3
2017년 12월,강남구,0,0,0
2018년 1월,강남구,1,0,1
2018년 2월,강남구,2,0,4
2018년 3월,강남구,6,0,7
2018년 4월,강남구,4,0,5
2018년 5월,강남구,7,0,8
2018년 6월,강남구,12,0,14
2018년 7월,강남구,5,0,6
2018년 8월,강남구,3,0,3
2018년 9월,강남구,10,0,12
2018년 10월,강남구,3,0,3
2018년 11월,강남구,4,0,4
2018년 12월,강남구,2,1,1
2019년 1월,강남구,4,0,5
2019년 2월,강남구,1,0,1
2019년 3월,강남구,5,0,7
2019년 4월,강남구,5,0,7
2019년 5월,강남구,7,0,8
2019년 6월,강남구,11,0,11
2019년 7월,강남구,8,0,11
2019년 8월,강남구,4,0,4
2019년 9월,강남구,5,0,5
2019년 10월,강남구,7,0,8
2019년 11월,강남구,2,0,2
2019년 12월,강남구,1,0,1
2020년 1월,강남구,3,0,3
2020년 2월,강남구,1,0,1
2020년 3월,강남구,9,0,12
2020년 4월,강남구,9,0,11
2020년 5월,강남구,10,0,14
2020년 6월,강남구,12,0,15
2020년 7월,강남구,19,0,19
2020년 8월,강남구,6,0,6
2020년 9월,강남구,15,0,18
2020년 10월,강남구,7,0,8
2020년 11월,강남구,4,0,4
2020년 12월,강남구,4,0,6
2016년 1월,강동구,1,0,1
2016년 2월,강동구,4,0,5
2016년 3월,강동구,9,0,11
2016년 4월,강동구,4,0,4
2016년 5월,강동구,7,0,8
2016년 6월,강동구,12,0,13
2016년 7월,강동구,12,0,13
2016년 8월,강동구,10,0,11
2016년 9월,강동구,14,0,15
2016년 10월,강동구,8,0,8
2016년 11월,강동구,8,0,8
2016년 12월,강동구,2,0,2
2017년 1월,강동구,1,0,1
2017년 2월,강동구,2,0,2
2017년 3월,강동구,9,2,8
2017년 4월,강동구,8,1,7
2017년 5월,강동구,8,0,9
2017년 6월,강동구,10,0,10
2017년 7월,강동구,8,0,11
2017년 8월,강동구,9,2,8
2017년 9월,강동구,9,0,9
2017년 10월,강동구,8,0,8
2017년 11월,강동구,4,0,4
2017년 12월,강동구,4,0,5
2018년 1월,강동구,4,0,4
2018년 2월,강동구,5,0,5
2018년 3월,강동구,4,0,4
2018년 4월,강동구,7,0,7
2018년 5월,강동구,8,0,9
2018년 6월,강동구,12,0,14
2018년 7월,강동구,2,0,3
2018년 8월,강동구,4,0,4
2018년 9월,강동구,2,0,2
2018년 10월,강동구,7,0,7
2018년 11월,강동구,8,0,8
2018년 12월,강동구,3,0,3
2019년 1월,강동구,5,0,5
2019년 2월,강동구,1,0,1
2019년 3월,강동구,3,0,3
2019년 4월,강동구,8,0,9
2019년 5월,강동구,5,0,5
2019년 6월,강동구,10,0,11
2019년 7월,강동구,11,0,14
2019년 8월,강동구,7,0,9
2019년 9월,강동구,7,0,8
2019년 10월,강동구,7,0,7
2019년 11월,강동구,5,0,5
2019년 12월,강동구,1,0,1
2020년 1월,강동구,2,0,2
2020년 2월,강동구,5,1,4
2020년 3월,강동구,3,0,3
2020년 4월,강동구,10,1,10
2020년 5월,강동구,7,0,9
2020년 6월,강동구,11,0,12
2020년 7월,강동구,9,0,10
2020년 8월,강동구,4,0,4
2020년 9월,강동구,14,1,16
2020년 10월,강동구,9,0,9
2020년 11월,강동구,0,0,0
2020년 12월,강동구,5,0,5
2016년 1월,송파구,5,0,5
2016년 2월,송파구,8,0,9
2016년 3월,송파구,12,0,14
2016년 4월,송파구,17,0,21
2016년 5월,송파구,21,0,22
2016년 6월,송파구,28,0,35
2016년 7월,송파구,16,0,21
2016년 8월,송파구,21,0,24
2016년 9월,송파구,28,0,35
2016년 10월,송파구,25,0,26
2016년 11월,송파구,15,0,16
2016년 12월,송파구,10,0,10
2017년 1월,송파구,9,1,9
2017년 2월,송파구,9,0,10
2017년 3월,송파구,17,0,18
2017년 4월,송파구,14,0,17
2017년 5월,송파구,24,0,26
2017년 6월,송파구,29,0,33
2017년 7월,송파구,26,0,26
2017년 8월,송파구,20,0,26
2017년 9월,송파구,23,0,28
2017년 10월,송파구,21,0,23
2017년 11월,송파구,14,0,17
2017년 12월,송파구,8,0,8
2018년 1월,송파구,8,0,8
2018년 2월,송파구,9,0,9
2018년 3월,송파구,11,0,12
2018년 4월,송파구,13,0,13
2018년 5월,송파구,17,0,18
2018년 6월,송파구,32,0,39
2018년 7월,송파구,16,0,19
2018년 8월,송파구,13,0,14
2018년 9월,송파구,17,0,20
2018년 10월,송파구,19,0,21
2018년 11월,송파구,13,0,13
2018년 12월,송파구,10,0,10
2019년 1월,송파구,4,0,4
2019년 2월,송파구,9,0,9
2019년 3월,송파구,16,0,18
2019년 4월,송파구,15,0,16
2019년 5월,송파구,27,0,29
2019년 6월,송파구,29,0,35
2019년 7월,송파구,24,0,29
2019년 8월,송파구,21,0,24
2019년 9월,송파구,20,0,22
2019년 10월,송파구,29,0,30
2019년 11월,송파구,13,0,14
2019년 12월,송파구,11,0,15
2020년 1월,송파구,12,0,13
2020년 2월,송파구,6,0,6
2020년 3월,송파구,10,0,11
2020년 4월,송파구,17,0,24
2020년 5월,송파구,24,0,31
2020년 6월,송파구,26,0,29
2020년 7월,송파구,26,0,32
2020년 8월,송파구,10,0,10
2020년 9월,송파구,25,0,29
2020년 10월,송파구,22,0,27
2020년 11월,송파구,14,0,15
2020년 12월,송파구,6,0,6
2016년 1월,서초구,1,0,1
2016년 2월,서초구,0,0,0
2016년 3월,서초구,4,0,4
2016년 4월,서초구,9,0,10
2016년 5월,서초구,4,0,4
2016년 6월,서초구,4,0,4
2016년 7월,서초구,3,0,3
2016년 8월,서초구,4,0,4
2016년 9월,서초구,5,0,5
2016년 10월,서초구,7,0,7
2016년 11월,서초구,4,0,4
2016년 12월,서초구,3,0,3
2017년 1월,서초구,1,0,1
2017년 2월,서초구,0,0,0
2017년 3월,서초구,1,0,1
2017년 4월,서초구,3,0,3
2017년 5월,서초구,3,0,3
2017년 6월,서초구,6,0,6
2017년 7월,서초구,4,0,5
2017년 8월,서초구,0,0,0
2017년 9월,서초구,4,0,4
2017년 10월,서초구,4,0,4
2017년 11월,서초구,2,0,2
2017년 12월,서초구,2,0,2
2018년 1월,서초구,2,0,2
2018년 2월,서초구,2,0,2
2018년 3월,서초구,3,0,3
2018년 4월,서초구,2,0,2
2018년 5월,서초구,2,0,2
2018년 6월,서초구,4,0,4
2018년 7월,서초구,2,0,2
2018년 8월,서초구,4,0,4
2018년 9월,서초구,5,0,5
2018년 10월,서초구,4,0,5
2018년 11월,서초구,4,0,4
2018년 12월,서초구,2,0,3
2019년 1월,서초구,2,0,2
2019년 2월,서초구,0,0,0
2019년 3월,서초구,4,0,4
2019년 4월,서초구,4,0,5
2019년 5월,서초구,4,0,4
2019년 6월,서초구,6,0,7
2019년 7월,서초구,3,0,3
2019년 8월,서초구,5,0,5
2019년 9월,서초구,6,0,7
2019년 10월,서초구,7,0,7
2019년 11월,서초구,4,0,5
2019년 12월,서초구,1,0,1
2020년 1월,서초구,2,1,1
2020년 2월,서초구,2,0,2
2020년 3월,서초구,4,0,4
2020년 4월,서초구,8,0,8
2020년 5월,서초구,8,0,9
2020년 6월,서초구,8,0,9
2020년 7월,서초구,10,0,12
2020년 8월,서초구,3,0,3
2020년 9월,서초구,6,0,7
2020년 10월,서초구,5,0,5
2020년 11월,서초구,3,0,3
2020년 12월,서초구,1,0,1
2016년 1월,양천구,9,1,8
2016년 2월,양천구,4,0,4
2016년 3월,양천구,5,0,5
2016년 4월,양천구,8,0,8
2016년 5월,양천구,7,0,7
2016년 6월,양천구,10,0,11
2016년 7월,양천구,10,0,12
2016년 8월,양천구,10,0,12
2016년 9월,양천구,12,0,14
2016년 10월,양천구,10,0,10
2016년 11월,양천구,11,1,10
2016년 12월,양천구,8,0,8
2017년 1월,양천구,3,0,3
2017년 2월,양천구,3,0,3
2017년 3월,양천구,7,0,7
2017년 4월,양천구,4,0,4
2017년 5월,양천구,8,0,8
2017년 6월,양천구,9,0,9
2017년 7월,양천구,4,0,4
2017년 8월,양천구,8,0,9
2017년 9월,양천구,13,0,13
2017년 10월,양천구,6,0,6
2017년 11월,양천구,4,0,4
2017년 12월,양천구,7,0,8
2018년 1월,양천구,0,0,0
2018년 2월,양천구,3,0,3
2018년 3월,양천구,5,0,5
2018년 4월,양천구,5,0,6
2018년 5월,양천구,6,0,6
2018년 6월,양천구,5,0,7
2018년 7월,양천구,5,0,5
2018년 8월,양천구,2,0,2
2018년 9월,양천구,3,0,5
2018년 10월,양천구,6,0,7
2018년 11월,양천구,2,0,3
2018년 12월,양천구,4,0,5
2019년 1월,양천구,1,0,1
2019년 2월,양천구,2,0,2
2019년 3월,양천구,4,0,4
2019년 4월,양천구,6,1,5
2019년 5월,양천구,9,0,9
2019년 6월,양천구,10,0,10
2019년 7월,양천구,11,0,11
2019년 8월,양천구,6,0,6
2019년 9월,양천구,10,0,11
2019년 10월,양천구,6,0,6
2019년 11월,양천구,4,0,4
2019년 12월,양천구,1,0,1
2020년 1월,양천구,4,0,4
2020년 2월,양천구,3,0,3
2020년 3월,양천구,8,0,9
2020년 4월,양천구,5,0,6
2020년 5월,양천구,6,1,5
2020년 6월,양천구,10,0,10
2020년 7월,양천구,8,0,10
2020년 8월,양천구,8,0,19
2020년 9월,양천구,12,0,14
2020년 10월,양천구,7,0,8
2020년 11월,양천구,3,0,3
2020년 12월,양천구,1,0,2
2016년 1월,중랑구,3,0,4
2016년 2월,중랑구,8,0,8
2016년 3월,중랑구,8,0,8
2016년 4월,중랑구,9,0,9
2016년 5월,중랑구,9,0,11
2016년 6월,중랑구,14,0,17
2016년 7월,중랑구,9,0,9
2016년 8월,중랑구,12,0,14
2016년 9월,중랑구,12,0,14
2016년 10월,중랑구,12,0,13
2016년 11월,중랑구,7,0,7
2016년 12월,중랑구,1,0,1
2017년 1월,중랑구,6,1,5
2017년 2월,중랑구,6,0,7
2017년 3월,중랑구,11,0,11
2017년 4월,중랑구,9,0,9
2017년 5월,중랑구,13,0,13
2017년 6월,중랑구,19,0,21
2017년 7월,중랑구,11,0,12
2017년 8월,중랑구,9,0,10
2017년 9월,중랑구,10,0,11
2017년 10월,중랑구,9,0,10
2017년 11월,중랑구,7,0,14
2017년 12월,중랑구,4,0,4
2018년 1월,중랑구,4,0,4
2018년 2월,중랑구,4,0,4
2018년 3월,중랑구,6,0,6
2018년 4월,중랑구,3,0,3
2018년 5월,중랑구,7,0,8
2018년 6월,중랑구,7,0,8
2018년 7월,중랑구,10,0,10
2018년 8월,중랑구,5,1,4
2018년 9월,중랑구,11,0,11
2018년 10월,중랑구,11,0,12
2018년 11월,중랑구,5,0,5
2018년 12월,중랑구,5,0,5
2019년 1월,중랑구,5,0,5
2019년 2월,중랑구,4,0,4
2019년 3월,중랑구,6,0,7
2019년 4월,중랑구,8,0,8
2019년 5월,중랑구,12,0,13
2019년 6월,중랑구,9,1,11
2019년 7월,중랑구,8,0,9
2019년 8월,중랑구,12,0,13
2019년 9월,중랑구,16,1,15
2019년 10월,중랑구,12,0,13
2019년 11월,중랑구,6,0,6
2019년 12월,중랑구,1,0,1
2020년 1월,중랑구,3,1,2
2020년 2월,중랑구,8,0,8
2020년 3월,중랑구,10,0,10
2020년 4월,중랑구,14,0,18
2020년 5월,중랑구,13,0,15
2020년 6월,중랑구,9,0,9
2020년 7월,중랑구,8,0,8
2020년 8월,중랑구,6,0,8
2020년 9월,중랑구,16,0,18
2020년 10월,중랑구,12,0,14
2020년 11월,중랑구,11,0,11
2020년 12월,중랑구,4,0,4
2016년 1월,노원구,1,0,1
2016년 2월,노원구,3,0,3
2016년 3월,노원구,9,0,10
2016년 4월,노원구,6,0,6
2016년 5월,노원구,9,0,9
2016년 6월,노원구,7,0,9
2016년 7월,노원구,8,0,8
2016년 8월,노원구,7,0,7
2016년 9월,노원구,16,0,16
2016년 10월,노원구,9,0,9
2016년 11월,노원구,10,0,10
2016년 12월,노원구,6,0,6
2017년 1월,노원구,6,0,6
2017년 2월,노원구,4,0,4
2017년 3월,노원구,5,0,5
2017년 4월,노원구,8,0,9
2017년 5월,노원구,9,0,9
2017년 6월,노원구,6,0,7
2017년 7월,노원구,5,0,5
2017년 8월,노원구,4,0,5
2017년 9월,노원구,12,0,13
2017년 10월,노원구,7,0,8
2017년 11월,노원구,5,0,5
2017년 12월,노원구,6,0,6
2018년 1월,노원구,4,0,4
2018년 2월,노원구,4,1,3
2018년 3월,노원구,8,0,8
2018년 4월,노원구,6,0,6
2018년 5월,노원구,9,0,9
2018년 6월,노원구,10,0,10
2018년 7월,노원구,7,0,7
2018년 8월,노원구,9,0,10
2018년 9월,노원구,9,0,9
2018년 10월,노원구,10,0,11
2018년 11월,노원구,5,0,6
2018년 12월,노원구,5,0,5
2019년 1월,노원구,7,0,7
2019년 2월,노원구,3,0,3
2019년 3월,노원구,8,0,9
2019년 4월,노원구,10,0,11
2019년 5월,노원구,14,0,15
2019년 6월,노원구,13,0,13
2019년 7월,노원구,11,0,13
2019년 8월,노원구,10,0,11
2019년 9월,노원구,12,0,13
2019년 10월,노원구,16,0,16
2019년 11월,노원구,12,0,12
2019년 12월,노원구,3,0,3
2020년 1월,노원구,2,0,2
2020년 2월,노원구,5,0,5
2020년 3월,노원구,5,0,5
2020년 4월,노원구,15,0,17
2020년 5월,노원구,14,0,15
2020년 6월,노원구,12,0,14
2020년 7월,노원구,16,0,17
2020년 8월,노원구,5,0,5
2020년 9월,노원구,16,0,17
2020년 10월,노원구,7,0,8
2020년 11월,노원구,13,0,14
2020년 12월,노원구,2,0,2
2016년 1월,광진구,3,0,4
2016년 2월,광진구,4,0,4
2016년 3월,광진구,7,0,7
2016년 4월,광진구,4,0,5
2016년 5월,광진구,7,0,7
2016년 6월,광진구,6,0,7
2016년 7월,광진구,11,0,11
2016년 8월,광진구,5,0,5
2016년 9월,광진구,4,0,4
2016년 10월,광진구,7,0,8
2016년 11월,광진구,4,0,4
2016년 12월,광진구,0,0,0
2017년 1월,광진구,2,0,2
2017년 2월,광진구,1,0,1
2017년 3월,광진구,9,1,9
2017년 4월,광진구,4,0,4
2017년 5월,광진구,5,0,7
2017년 6월,광진구,7,0,7
2017년 7월,광진구,6,0,6
2017년 8월,광진구,10,0,10
2017년 9월,광진구,5,0,5
2017년 10월,광진구,5,0,5
2017년 11월,광진구,2,0,2
2017년 12월,광진구,4,0,4
2018년 1월,광진구,4,0,4
2018년 2월,광진구,4,0,4
2018년 3월,광진구,4,0,4
2018년 4월,광진구,7,0,7
2018년 5월,광진구,5,0,5
2018년 6월,광진구,10,0,12
2018년 7월,광진구,5,0,5
2018년 8월,광진구,4,0,4
2018년 9월,광진구,6,0,7
2018년 10월,광진구,9,0,10
2018년 11월,광진구,8,1,7
2018년 12월,광진구,4,1,3
2019년 1월,광진구,0,0,0
2019년 2월,광진구,3,0,3
2019년 3월,광진구,2,0,2
2019년 4월,광진구,10,0,10
2019년 5월,광진구,6,0,8
2019년 6월,광진구,12,0,13
2019년 7월,광진구,8,0,8
2019년 8월,광진구,2,0,2
2019년 9월,광진구,8,0,8
2019년 10월,광진구,4,0,5
2019년 11월,광진구,2,0,2
2019년 12월,광진구,4,0,4
2020년 1월,광진구,3,0,3
2020년 2월,광진구,0,0,0
2020년 3월,광진구,3,0,3
2020년 4월,광진구,5,0,6
2020년 5월,광진구,9,0,10
2020년 6월,광진구,5,0,6
2020년 7월,광진구,4,0,4
2020년 8월,광진구,3,0,3
2020년 9월,광진구,3,0,3
2020년 10월,광진구,5,0,5
2020년 11월,광진구,3,0,3
2020년 12월,광진구,2,0,2
2016년 1월,강북구,2,0,3
2016년 2월,강북구,1,0,1
2016년 3월,강북구,4,0,4
2016년 4월,강북구,6,0,7
2016년 5월,강북구,7,0,10
2016년 6월,강북구,2,0,2
2016년 7월,강북구,5,0,5
2016년 8월,강북구,5,0,5
2016년 9월,강북구,2,0,4
2016년 10월,강북구,1,0,1
2016년 11월,강북구,3,1,2
2016년 12월,강북구,3,0,4
2017년 1월,강북구,3,0,3
2017년 2월,강북구,1,0,1
2017년 3월,강북구,4,0,4
2017년 4월,강북구,6,0,6
2017년 5월,강북구,3,0,4
2017년 6월,강북구,3,0,3
2017년 7월,강북구,5,0,8
2017년 8월,강북구,5,0,6
2017년 9월,강북구,3,0,4
2017년 10월,강북구,8,0,9
2017년 11월,강북구,4,0,4
2017년 12월,강북구,1,0,1
2018년 1월,강북구,0,0,0
2018년 2월,강북구,0,0,0
2018년 3월,강북구,1,0,1
2018년 4월,강북구,2,0,2
2018년 5월,강북구,2,0,2
2018년 6월,강북구,8,1,7
2018년 7월,강북구,5,0,5
2018년 8월,강북구,7,0,7
2018년 9월,강북구,6,0,6
2018년 10월,강북구,6,0,7
2018년 11월,강북구,3,0,3
2018년 12월,강북구,1,0,1
2019년 1월,강북구,1,0,1
2019년 2월,강북구,1,0,1
2019년 3월,강북구,3,0,3
2019년 4월,강북구,0,0,0
2019년 5월,강북구,10,0,12
2019년 6월,강북구,11,1,12
2019년 7월,강북구,8,0,9
2019년 8월,강북구,6,1,6
2019년 9월,강북구,5,0,6
2019년 10월,강북구,3,0,3
2019년 11월,강북구,4,0,4
2019년 12월,강북구,5,0,5
2020년 1월,강북구,2,0,2
2020년 2월,강북구,3,0,3
2020년 3월,강북구,2,0,2
2020년 4월,강북구,4,0,4
2020년 5월,강북구,2,0,2
2020년 6월,강북구,5,0,6
2020년 7월,강북구,6,0,7
2020년 8월,강북구,0,0,0
2020년 9월,강북구,5,0,5
2020년 10월,강북구,4,0,4
2020년 11월,강북구,0,0,0
2020년 12월,강북구,5,0,8
2016년 1월,금천구,0,0,0
2016년 2월,금천구,3,0,3
2016년 3월,금천구,3,0,3
2016년 4월,금천구,4,0,5
2016년 5월,금천구,5,0,5
2016년 6월,금천구,2,0,2
2016년 7월,금천구,3,0,3
2016년 8월,금천구,1,0,1
2016년 9월,금천구,4,0,5
2016년 10월,금천구,3,0,3
2016년 11월,금천구,1,0,1
2016년 12월,금천구,2,0,2
2017년 1월,금천구,1,0,1
2017년 2월,금천구,0,0,0
2017년 3월,금천구,1,0,1
2017년 4월,금천구,2,0,2
2017년 5월,금천구,4,0,5
2017년 6월,금천구,2,0,2
2017년 7월,금천구,3,0,3
2017년 8월,금천구,5,0,5
2017년 9월,금천구,3,0,3
2017년 10월,금천구,5,0,5
2017년 11월,금천구,0,0,0
2017년 12월,금천구,0,0,0
2018년 1월,금천구,0,0,0
2018년 2월,금천구,2,0,2
2018년 3월,금천구,2,0,3
2018년 4월,금천구,5,0,5
2018년 5월,금천구,1,0,1
2018년 6월,금천구,4,0,4
2018년 7월,금천구,3,0,3
2018년 8월,금천구,3,0,3
2018년 9월,금천구,1,0,1
2018년 10월,금천구,2,0,2
2018년 11월,금천구,1,0,1
2018년 12월,금천구,1,0,1
2019년 1월,금천구,3,0,3
2019년 2월,금천구,1,0,1
2019년 3월,금천구,2,0,2
2019년 4월,금천구,4,0,5
2019년 5월,금천구,5,0,5
2019년 6월,금천구,4,0,4
2019년 7월,금천구,4,0,5
2019년 8월,금천구,6,1,5
2019년 9월,금천구,2,0,2
2019년 10월,금천구,5,0,7
2019년 11월,금천구,2,0,5
2019년 12월,금천구,2,0,4
2020년 1월,금천구,1,0,2
2020년 2월,금천구,1,0,1
2020년 3월,금천구,0,0,0
2020년 4월,금천구,5,0,5
2020년 5월,금천구,6,0,7
2020년 6월,금천구,2,0,2
2020년 7월,금천구,5,0,6
2020년 8월,금천구,1,0,1
2020년 9월,금천구,3,0,5
2020년 10월,금천구,8,0,9
2020년 11월,금천구,2,0,3
2020년 12월,금천구,2,1,1
